NomeComp;percentage20_Donald_Trump;percentage20_Joe_Biden;cases;deaths;TotalPop;IncomePerCap;Poverty;ChildPoverty;Unemployment;population_density_per_sqmi;percent_no_highschool_diploma;percent_age_65_and_older;percent_rural;percent_smokers;percent_adults_with_obesity;percent_physically_inactive;percent_excessive_drinking;life_expectancy;percent_adults_with_diabetes;percent_food_insecure;violent_crime_rate;homicide_rate
Kansas Brown;0.729;0.247;249;5;9736;24319;13.2;19.4;3.4;171842000000000;7.1;19;68439503205;17149773376;36.8;33.4;1697863513;7480952443;13.5;13;21332791548;NA
Kansas Butler;0.696;0.282;990;3;66260;28478;10.8;15.8;4.5;463428000000000;7.2;13.9;40473588342;1582226652;35.2;27.1;19040756862;77507599874;10.1;12;1817321055;NA
Kansas Chase;0.754;0.231;107;3;2665;24469;12.6;18.1;4.8;34848700000000;9.6;23.8;100;15117832114;34.5;24.5;16374019856;7661016704;10.2;12;15029118918;NA
Kansas Chautauqua;0.855;0.13;25;0;3425;23621;14.3;21.6;6.2;543137000000000;12;25.6;100;16690974349;31.9;30.8;1499598735;7417197053;12.9;13.6;NA;NA
Kansas Cherokee;0.74;0.242;720;7;20501;21006;13.7;19.3;5.4;352930000000000;12.8;17.6;4906263019;193001422;41.8;31.6;15511252078;7462719845;15.8;13.4;31818181818;NA
Kansas Cheyenne;0.827;0.157;120;5;2677;27934;11.2;14.4;1.7;262676000000000;5.5;26.6;100;15718797315;32.2;27.6;15190786047;8218053635;9.1;10.8;15054572826;NA
Kansas Clark;0.844;0.136;68;4;2089;27087;8.9;12;1.5;218647000000000;9.6;21.4;100;15721179904;32;30.4;16274029384;74992780648;11.8;10.8;18788163457;NA
Kansas Clay;0.757;0.214;114;3;8203;28115;9.4;14.6;3.3;129335000000000;6.2;21.7;49537199766;14437340455;29.2;28.9;15940574281;78937655349;10.1;11.5;16827934371;NA
Kansas Cloud;0.762;0.214;166;1;9191;25579;11.9;11.7;5;13003600000000;8;20.8;43984055387;17839037244;40.4;29.2;16896145836;76063343836;10.2;13.1;40329173252;NA
Kansas Coffey;0.766;0.209;173;9;8328;31679;11.3;14.3;3.7;134522000000000;7.3;19.7;70898732705;15480070714;38.3;27.2;16735411372;78777439098;11;12.9;96494049534;NA
Kansas Comanche;0.824;0.139;20;0;1741;28388;8.1;15.2;1.8;240772000000000;6.6;24.1;100;14036842685;26.5;31.4;16492623618;73881740781;8.3;9.6;NA;NA
Kansas Cowley;0.679;0.3;552;10;35732;23130;16;21.2;5.2;319585000000000;10.9;17.1;30998870866;16477249677;38.7;28.1;15623381195;75719611417;12.6;13.7;33457727448;NA
Kansas Crawford;0.605;0.37;1449;12;39099;21207;21.1;20.2;5.4;666054000000000;9.9;14.8;34928706496;18818417566;33.6;27.6;18801777497;7623696497;11.1;16.6;31270509207;NA
Kansas Decatur;0.845;0.143;121;1;2891;30890;17.5;30.6;2.8;322993000000000;8.1;27.6;100;16071894232;32;34.1;14903338285;77118050503;12.1;14.2;17064846416;NA
Kansas Dickinson;0.762;0.221;349;4;19162;24434;11.6;13;5.4;228837000000000;10.8;18.4;64290776552;17975540411;36;31.6;17328624324;7810752875;11;12.6;15255332902;NA
Kansas Doniphan;0.803;0.185;215;1;7790;24520;13.7;21.7;4.5;198091000000000;9.3;17.4;70195091252;15727384361;37.5;31.3;17467502791;78674338556;11;13.5;10928961749;NA
Kansas Douglas;0.291;0.685;2964;19;117806;29438;18.7;12.8;4.7;255229000000000;5;10.4;11012758739;16619031283;27.9;17.1;24009571327;80361709799;6.5;15.9;22495136187;27929806325
Kansas Edwards;0.798;0.189;82;0;2946;27966;10.2;17.5;2.9;478377000000000;16.8;20.8;100;15338361267;38;28.3;15817974338;71587422116;15;9.1;1289847061;NA
Kansas Elk;0.839;0.142;13;0;2581;21156;13.5;16.4;6.9;408994000000000;9.6;27.8;100;16109538193;33.3;33.2;13629519858;71519095892;23.2;12.7;0;NA
Kansas Ellis;0.709;0.269;1451;18;28877;29339;16.7;13.3;2.8;322609000000000;6.7;14.1;25558835934;15891592955;30;26.5;2022387919;7925375041;7.4;14;29370845571;NA
Kansas Ellsworth;0.751;0.23;330;1;6331;24102;11.4;14.4;3;890556000000000;9.3;20.3;54101893181;15133026262;36.6;29;18683115214;777818686;11.4;11.9;98212531919;NA
Kansas Finney;0.617;0.362;3110;20;37097;23074;16.2;22;4.7;284056000000000;27.9;9.5;18582771373;170835347;36.3;28.3;16162802121;80260360878;9.3;7.6;49526996937;NA
Kansas Ford;0.651;0.331;3302;13;34658;22053;16.2;23.5;6.3;314057000000000;28.8;10.5;19298038289;16954345208;30.9;27.1;16269462804;78974899072;9;6.9;36701737216;41469341716
Kansas Franklin;0.68;0.296;576;5;25599;25701;12.5;18;5.4;448840000000000;8.1;15.7;52100646353;18459273897;32.6;25.5;17581157099;77315960802;9.5;12.8;31130080664;NA
Kansas Geary;0.558;0.411;394;4;35796;21583;14.9;22.5;8;957256000000000;8.7;7.6;11672778069;22319207761;38.7;23.2;18628831299;7572012302;9.6;17.4;48420996621;4777545536
Kansas Gove;0.876;0.114;185;12;2632;29352;9;9.5;1.2;250265000000000;8.1;24.4;100;14420125399;28.7;30.1;15824609547;80195816839;14.1;10.8;NA;NA
Kansas Graham;0.808;0.171;57;1;2561;27165;12.3;16.8;1.7;286803000000000;6.2;25.7;100;15174018209;30.3;34.3;15014240574;7547566198;15.2;12.8;11583011583;NA
Kansas Grant;0.779;0.203;470;8;7716;26138;10;10;4.6;134795000000000;29.7;10.8;19798186231;14966543698;31.6;28.6;169135609;78444918877;9.1;4.8;19168104274;NA
Kansas Gray;0.835;0.15;211;2;6004;27031;8.5;11.6;2.8;69481300000000;24.2;14.6;100;1453061465;31;29.8;1911376374;79406597276;9.3;8.6;15664935279;NA
Kansas Greeley;0.854;0.122;34;0;1210;25775;11.5;23.3;1.1;158658000000000;11.7;22.5;100;15643108966;28.3;33.9;15601074022;NA;8.9;9.7;1516875237;NA
Kansas Greenwood;0.793;0.185;108;0;6227;24837;12.4;15.7;3.9;55138700000000;9.8;24;61264763044;16695537678;36.3;31.8;16272693631;74273264297;12.9;13.2;22414345181;NA
Kansas Hamilton;0.817;0.16;64;0;2621;21694;9.3;13.6;1.9;25759800000000;18.8;11.8;100;16604811635;39;26.9;16535755047;76946039404;18.3;7.7;12406947891;NA
Kansas Harper;0.81;0.173;164;3;5746;25698;16.8;20.9;3.7;723603000000000;10.6;21.5;100;16883657059;36.4;35.4;15975802813;74338986501;12.5;13.4;38697928523;NA
Kansas Harvey;0.588;0.391;619;7;34683;26587;11.2;14.4;2.9;644996000000000;9.3;18.1;30919155807;14805264092;30.9;25.5;15982931742;78108272373;10.2;11.6;38360000583;45239005893
Kansas Haskell;0.798;0.189;103;1;4081;24141;13.3;18.4;3.6;707680000000000;29;13.6;100;16189395108;33.7;28.9;15952844355;79416843119;5;8;16035524855;NA
Kansas Hodgeman;0.838;0.146;36;0;1875;28857;8.4;14.3;2.8;223142000000000;6.6;23.5;100;13612667233;34.8;23.8;16830021557;77840440731;14.4;10.4;78104660245;NA
Kansas Jackson;0.686;0.286;344;4;13322;25920;9.9;11.6;5.6;20366700000000;5.3;17.4;75895112168;16000957754;37.9;27.9;18642026365;7701063694;11.4;11.5;17643756516;NA
Kansas Jefferson;0.646;0.324;300;6;18856;27783;8.3;12;5.8;354505000000000;7.7;17.5;98818362439;16472172357;34.9;24.5;18438421839;79008715728;11.9;10.8;19865026668;NA
Kansas Jewell;0.851;0.131;29;1;2963;24361;14.2;25.7;2.2;330080000000000;5.6;27.7;100;16622578947;29.1;24.9;1440388311;80017602357;13.5;12.7;NA;NA
Kansas Johnson;0.45;0.529;15049;205;578797;43061;5.6;6.5;3.5;12090400000000;4.2;12.7;38336650257;10638545632;27.1;17.5;21268626431;82049923175;7.7;10.2;15702939009;21211204153
Kansas Kearny;0.803;0.18;159;6;3931;24232;13.2;15.2;3.9;452936000000000;22.5;14;100;16033571628;34.7;24.1;17063427451;79446517847;10.1;7.9;24247064829;NA
Kansas Kingman;0.79;0.19;136;3;7576;30927;7.6;9.6;4.7;891514000000000;8.3;21.4;62102316111;13971262524;31.5;32.5;16642188368;68237655615;13.3;11;17919911779;NA
Kansas Kiowa;0.84;0.134;69;0;2524;24961;8.7;7.1;3;348722000000000;8.3;19.2;100;15441939543;29.9;29.7;16657982727;78517412149;10.5;11.3;39200313603;NA
Kansas Labette;0.67;0.31;412;6;20553;22841;17.8;26.7;4.7;322845000000000;12.5;17.9;523395196;19234763601;37.3;32.8;15072168071;75840816125;13.5;15.2;42597478036;NA
Kansas Lane;0.852;0.128;27;0;1702;29768;10.7;14.4;3.5;235150000000000;6.9;21.1;100;15281778388;31;31.5;15714453207;NA;16.4;11.1;20802377415;NA
Kansas Leavenworth;0.592;0.381;2603;18;79359;30170;9;12.6;4.2;170111000000000;8.5;12.6;29063192832;18086108665;36.8;25.1;18343062199;79094831502;10.8;12.5;41686434513;39519514557
Kansas Lincoln;0.811;0.169;23;1;3121;25667;8.4;7.7;6;435644000000000;5.5;21.3;100;1476367466;32.7;23.2;15334521049;8135793492;5.1;10.7;31979533099;NA
Kansas Linn;0.804;0.176;117;1;9602;25796;17.4;18.9;5.8;160319000000000;11;20.4;100;18391204376;40;33.7;15561374282;766274474;12.1;15;11958861516;NA
Kansas Logan;0.857;0.129;68;0;2790;28549;8.9;7.1;3;26095200000000;6.9;20.3;100;14254901067;31.5;26.8;16895946408;79794738169;12;10.6;14219694277;NA
Kansas Lyon;0.542;0.432;1377;41;33302;24307;18.6;20;5.8;394122000000000;11.1;13.4;26298604927;18159815399;39.2;23.1;17403830421;79301299753;9.6;13.5;17500342398;NA
Kansas Marion;0.733;0.245;130;1;12087;25620;10.7;11.6;3.9;129335000000000;10;22.5;77764612954;1540289266;40;28.8;1441831478;7896027586;7.3;11.7;99536936859;NA
Kansas Marshall;0.729;0.247;77;0;9859;27908;8.9;11.3;4.1;110678000000000;6.1;21.4;70969655036;15176062032;34.6;28.8;18407280426;77522108118;11.8;11.3;14624306606;NA
Kansas McPherson;0.69;0.287;472;7;28792;29508;7.6;7.8;2.5;324667000000000;9;19.2;43495544894;13590258326;30.8;21.5;18442983068;7848407698;11;11;14575186633;NA
Kansas Meade;0.835;0.144;146;1;4295;25173;12.2;20.9;2.8;440656000000000;14.5;17.9;100;15975865578;34.9;30.7;17046612548;75169511531;15.1;10.1;NA;NA
Kansas Miami;0.687;0.291;563;2;32976;31611;7.7;9.4;4.4;569553000000000;5.3;15.5;50950071675;14980499306;35.4;29.5;18265920016;7915232594;12.1;11;20412235063;NA
Kansas Mitchell;0.808;0.18;63;0;6230;26108;14.8;17.6;3.8;897560000000000;4.6;22.6;482975051;16147950948;30;26.3;17726867343;79942794949;8.1;13.2;1878736123;NA
Kansas Montgomery;0.741;0.239;706;6;33463;22823;17.5;23.6;5.8;524686000000000;11;18.4;43424205689;19305789419;40.6;32.3;16287466695;74642782956;13;15.4;5746295627;55662122354
Kansas Morris;0.732;0.253;65;0;5605;26569;9.8;12.5;2.3;818953000000000;12.2;23.6;100;15106340315;38.6;30.9;16432863859;79611093036;14.6;11.2;10653409091;NA
Kansas Morton;0.863;0.126;56;2;2931;23038;8;7.9;8.7;415633000000000;12.4;17.3;100;15253635951;29.3;31.4;16713688328;76791916897;8.4;9.7;4118616145;NA
Kansas Nemaha;0.82;0.164;315;2;10095;27438;10.8;12.5;1.8;141854000000000;8.5;20.1;75240715268;15364823174;33.8;31.1;18554086062;79365507114;8.2;11.7;11795350666;NA
Kansas Neosho;0.723;0.261;274;0;16209;23589;21.4;37.2;2.9;286243000000000;8.6;18.2;45136870155;19577156755;38.2;29.9;18121737243;76884872752;15;16;27726432532;NA
Kansas Ness;0.884;0.099;148;9;3001;30761;8.9;12.4;2.6;283511000000000;8.5;24;100;15343444685;33.1;28.2;14944982232;75077817335;10.7;9.6;16570008285;NA
Kansas Norton;0.827;0.151;715;18;5527;22935;11.6;23.2;2.5;63299800000000;13.4;19.4;48986069476;16666753;30;28.7;1785382672;77963211781;10.9;11.4;89968511021;NA
Kansas Osage;0.708;0.266;166;3;15894;27209;12.8;14.8;7;226798000000000;9;18.3;83534826634;16563072564;39.2;29.1;16157057074;77070657589;10.4;12.8;14411153563;NA
Kansas Osborne;0.837;0.145;24;0;3684;26559;15.5;26;2.8;419718000000000;8.7;24.8;100;15877386826;29;30.3;16947103458;77267352776;15;13.5;13426423201;NA
Kansas Ottawa;0.817;0.16;119;0;5957;28839;9.7;16.8;3.3;833041000000000;5.9;18.3;100;16788229908;33.3;30.5;17101995954;76234689541;12;11;58577405858;NA
Kansas Pawnee;0.748;0.234;431;1;6776;24404;7.8;4.7;1.2;906846000000000;10.7;18.6;31679334576;16038124272;36.7;31.2;18263291702;76173198953;13.9;11.6;27646416879;NA
Kansas Phillips;0.871;0.114;209;9;5446;24795;8.1;10.8;1.8;619051000000000;6.4;21.3;5375753279;15615541;34.4;34.7;15508557285;79337145347;7.7;11;13786764706;NA
Kansas Pottawatomie;0.722;0.254;382;0;23188;27978;9.7;9.4;3.9;272526000000000;4.6;13.2;58915015738;1458310464;31.5;26.3;19484738918;81060660914;10.2;10.6;23036017998;NA
Kansas Pratt;0.752;0.225;192;0;9670;27063;10.9;10.7;4.1;132361000000000;9.4;17.7;32207953604;1579505287;32.9;27.8;1744214272;76643037828;8.6;11.6;19398642095;NA
Kansas Rawlins;0.838;0.143;96;0;2520;27615;8.7;7.9;1.5;239102000000000;6.3;26.6;100;14282643139;27.7;28.2;15384335091;77555004599;10.5;10.5;21543282413;NA
Kansas Reno;0.659;0.316;2308;18;63360;25267;14;20.2;5;508250000000000;12.5;18;31298538234;15949059779;36;27;15552507866;78216388668;11.6;13.2;35498032686;22511773658
Kansas Republic;0.822;0.159;86;1;4705;27121;11.7;19.1;2.6;664649000000000;5.9;27.3;100;15247277172;35.2;29.9;15475314626;77252825845;6;12.3;16938386619;NA
Kansas Rice;0.753;0.225;156;1;9868;23355;16.4;22.7;6.5;136995000000000;11.3;17.6;63780620847;16679916604;37.1;29.5;16244308757;76821591157;13.4;12.6;95923261391;NA
Kansas Riley;0.468;0.501;2226;11;75696;26619;22;14;5.6;123038000000000;4.4;8;13845180342;14609242238;25.3;16.6;22180752343;80660364116;4.7;17.5;25915085342;22963826233
Kansas Rooks;0.862;0.125;163;7;5148;25415;11.3;12.8;3.4;579426000000000;8.7;20.4;100;16448032487;35.2;29.9;1631039059;78445762791;10.8;12.2;7734699797;NA
Kansas Rush;0.815;0.166;98;0;3119;25983;6.7;2.2;4.9;438028000000000;8.6;24.5;100;15356608278;38.3;32.8;15954879214;7403325724;9.1;10.8;14439274828;NA
Kansas Russell;0.806;0.172;210;4;6987;25686;13.8;20.3;4.8;788482000000000;9.7;23.1;4106169297;15774991541;33.2;30.2;15271748093;7794210136;12.6;12.8;36601119564;NA
Kansas Saline;0.64;0.335;1171;13;55334;27951;12.6;17;4.2;771242000000000;10.1;15.6;14590152142;17854295305;34.5;28;16598713306;77963712035;10.2;12.4;39681468484;41295544469
Kansas Scott;0.857;0.125;187;1;4981;31825;4.3;3.8;5.4;69092900000000;13.7;17.6;26114262561;15499736414;39;30;17270016372;801438628;10;7.3;320;NA
Kansas Sedgwick;0.551;0.425;12379;133;510484;27583;14.7;20.5;5.6;509488000000000;11;12.8;76586437651;17032092796;33.6;25.5;16430294697;77508223353;10.6;13.8;72471309962;62763206191
Kansas Seward;0.644;0.34;2201;13;22948;21158;18.8;27.2;7.3;362643000000000;34.7;8.9;11428197978;18121354724;35.9;25.1;15363562679;79585867782;7;7.1;29852669559;NA
Kansas Shawnee;0.475;0.5;3647;84;178392;28584;13.2;17;5.4;32825600000000;8.9;16;15824406803;17758993667;36.7;24.8;17325390228;76905978289;11.3;13.3;44366795519;91288732648
Kansas Sheridan;0.885;0.103;185;0;2497;30165;4.8;5.7;2.1;281487000000000;8.6;23;100;14977671116;23.7;26.1;16500258159;82836169093;7.7;9.4;11741682975;NA
Kansas Sherman;0.831;0.144;239;6;5999;25653;16.5;24.2;4.1;571746000000000;8.6;19.2;24242928453;15691175508;39.7;28.8;17427918023;77826454639;19.9;12.7;23986765922;NA
Kansas Smith;0.829;0.157;24;0;3693;28122;13.3;24.6;3;413305000000000;8.4;26.8;100;16038473183;37.4;28.6;14668897609;78764140585;8.4;12.5;48216007715;NA
Kansas Stafford;0.809;0.176;93;1;4251;25941;14.5;19.7;3.7;540878000000000;12.1;20.5;100;15930257854;32.3;24.1;14929582641;77230018691;16.3;10.7;19948368927;NA
Kansas Stanton;0.791;0.192;52;2;2107;21062;10.8;10.7;2.1;310868000000000;18.9;17.6;100;16028065507;37.9;32;16757293427;78990185916;3.8;6.9;NA;NA
Kansas Stevens;0.867;0.117;245;1;5741;24691;16.8;24.7;4.5;788985000000000;16.7;12.6;31236897275;1642286594;37.8;25.9;16773030065;7968090182;11.5;8.6;87851405622;NA
Kansas Sumner;0.742;0.237;311;3;23336;25393;11.8;14;5.1;198955000000000;8.7;17.2;62854301343;16516888994;42.3;31.9;17831261275;77510884372;13.3;12.3;20153253311;NA
Kansas Thomas;0.819;0.164;363;2;7847;26718;11.1;6.5;1.9;735936000000000;4.7;15.7;30848101266;15744579668;33.4;30.7;18493539855;79591425839;4.9;11.4;23405870445;NA
Kansas Trego;0.837;0.148;113;3;2899;33233;4.8;2.7;0.8;329070000000000;5.8;24.2;100;13854813634;36.4;31.2;17147571486;78048601536;11.7;10.4;20411634632;NA
Kansas Wabaunsee;0.729;0.248;84;1;6918;25790;6.1;6.7;4.3;876245000000000;5.6;17.8;100;13917541479;33;23.7;1724261835;80390585958;10.1;9.7;15649452269;NA
Kansas Wallace;0.933;0.054;70;0;1591;29931;10.6;16.6;5.4;173370000000000;10.2;20.7;100;14585432506;26.1;25.5;1625313097;NA;14.4;10.7;0;NA
Kansas Washington;0.82;0.164;39;0;5572;26927;9.7;13.6;2.2;627319000000000;8.8;23.6;100;14398130189;32.9;28;18760457665;79855708981;7.4;11.2;71923042345;NA
Kansas Wichita;0.836;0.153;44;0;2157;27111;4.4;2.2;2.3;301712000000000;19.1;19.7;100;13503337116;36.2;31.1;15891045818;79051846652;11.6;6.7;27829313544;NA
Kansas Wilson;0.798;0.182;122;3;8858;25107;16.8;25.5;5.1;157008000000000;13;20.4;72685726432;18094374546;39.7;37.5;15285756108;76099263034;18.7;14.5;23673975537;NA
Kansas Woodson;0.795;0.189;27;0;3178;21419;20.6;29;5.5;63999100000000;10.2;22.4;100;18322123822;38.2;26.2;1520641918;77721644579;10.2;15.3;28735632184;NA
Kansas Wyandotte;0.336;0.645;8564;165;163227;20192;21.4;31;8.3;10671200000000;21.9;11.2;60626646773;20980084625;39.5;32.9;18149750637;75999521581;12.8;16.3;70392372297;18174459003
Kentucky Adair;0.83;0.159;517;22;19304;18408;21.5;27.1;6.2;472658000000000;24;16.7;75455617496;22619973398;40.9;33.1;15796273466;75720703568;17.5;15.4;39603960396;NA
Kentucky Allen;0.81;0.175;566;11;20628;21652;20;27.9;7.5;593052000000000;23.6;15.9;78698135899;22175074836;37.5;39.4;15889802063;74115367877;12;14;10207057451;7626654464
Kentucky Anderson;0.728;0.252;280;1;22017;24991;12;15.2;6.3;108342000000000;11.4;14.2;41697399748;19132271599;36.9;34.5;1739307335;74385261281;14.9;11.5;88648452062;NA
Kentucky Ballard;0.794;0.195;81;1;8152;25063;18.2;29.1;4.7;333092000000000;13.8;19.3;100;20458640295;36.4;38.6;15090072872;75489716919;16;15.1;66441169365;NA
Kentucky Barren;0.729;0.255;1358;13;43418;20493;22.9;33.7;7.6;887859000000000;18.3;16.7;63275081213;22395924226;33.7;37.7;15000673545;76015804081;11.6;15.6;12396551922;NA
